"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Zone","type_value_PassEndX","type_value_Length","type_value_Angle","type_value_Chipped","type_value_Longball","type_value_ThrowIn","type_value_Offensive","type_value_Foul","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_FreekickTaken","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HeadPass","type_value_LayOff","type_value_GoalKick","type_value_ShotAssist","type_value_KeyPass","type_value_BlockedY","type_value_BlockedX","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_RightFoot","type_value_BoxLeft","type_value_RelatedEventId","type_value_Assisted","type_value_LowCentre","type_value_FastBreak","type_value_IndividualPlay","type_value_Hands","type_value_Collected","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_Red","type_value_JerseyNumber","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_PlayerPosition","type_value_CaptainPlayerId","type_value_DirectFreekick","type_value_Blocked","type_value_OutOfBoxCentre","type_value_OutfielderBlock","type_value_LastMan","type_value_Cross","type_value_LeftFoot","type_value_BigChance","type_value_RegularPlay","type_value_BoxCentre","type_value_LowRight","type_value_Head","type_value_IntentionalAssist","type_value_FirstTouch","type_value_Throughball","type_value_Volley","type_value_StandingSave","type_value_Yellow","type_value_MissLeft","type_value_GoalDisallowed","type_value_BoxRight","type_value_MissHigh","type_value_HighRight","type_value_HighClaim","type_value_MissRight","type_value_CornerTaken","type_value_FromCorner","type_value_HighLeft","type_value_FormationSlot","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_SixYardBlock","type_value_LowLeft","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_OverRun","type_value_SetPiece","value_PassEndY","value_Zone","value_PassEndX","value_Length","value_Angle","value_Chipped","value_Longball","value_ThrowIn","value_Offensive","value_Foul","value_OppositeRelatedEvent","value_Defensive","value_FreekickTaken","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HeadPass","value_LayOff","value_GoalKick","value_ShotAssist","value_KeyPass","value_BlockedY","value_BlockedX","value_GoalMouthZ","value_GoalMouthY","value_RightFoot","value_BoxLeft","value_RelatedEventId","value_Assisted","value_LowCentre","value_FastBreak","value_IndividualPlay","value_Hands","value_Collected","value_DivingSave","value_KeeperSaveInTheBox","value_KeeperThrow","value_Red","value_JerseyNumber","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_PlayerPosition","value_CaptainPlayerId","value_DirectFreekick","value_Blocked","value_OutOfBoxCentre","value_OutfielderBlock","value_LastMan","value_Cross","value_LeftFoot","value_BigChance","value_RegularPlay","value_BoxCentre","value_LowRight","value_Head","value_IntentionalAssist","value_FirstTouch","value_Throughball","value_Volley","value_StandingSave","value_Yellow","value_MissLeft","value_GoalDisallowed","value_BoxRight","value_MissHigh","value_HighRight","value_HighClaim","value_MissRight","value_CornerTaken","value_FromCorner","value_HighLeft","value_FormationSlot","value_ParriedSafe","value_KeeperSaveObox","value_SixYardBlock","value_LowLeft","value_BigChanceCreated","value_IntentionalGoalAssist","value_OverRun","value_SetPiece","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
470,225.5,26,45.5,65,36.96,21.624,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,402197,39.27,27.88,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,26.7583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01269174,0.01262646,-6.52799999999992e-05,"Barcelona","Monaco",8,"Pedri","AMC",TRUE,0,3.14209886881282,69.7335585568463,"Pedri",470,31,"Barcelona",470
471,226,26,47,65,39.27,27.88,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 38, 216, 218)",TRUE,402197,66.78,5.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7833333333333,2722580237,26,141,56,140,212,213,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2","Right","63.6","35.4","5.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01262646,0.0174506,0.00482414,"Barcelona","Monaco",8,"Pedri","AMC",TRUE,18.3835059692386,0,-39.0337468061597,"Pedri",471,31,"Barcelona",471
472,226.5,26,49.5,65,66.78,5.576,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,480249,78.645,5.576,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,26.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.0174506,0.02756312,0.01011252,"Barcelona","Monaco",19,"Lamine Yamal","AMR",TRUE,0,8.86856889821724,0,"L. Yamal",472,31,"Barcelona",472
473,227,26,52,65,78.645,5.576,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,480249,97.23,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8666666666667,2722580253,26,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.0","Right","92.6","20.2","0.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Barcelona","Monaco",19,"Lamine Yamal","AMR",TRUE,16.9325877827171,0,23.3520805623119,"L. Yamal",473,31,"Barcelona",473
474,251,26,56,248,7.875,50.388,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,444598,23.52,51.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9333333333333,2722580261,26,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75.4","Back","22.4","15.7","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.0088799,0.00942382,0.00054392,"Monaco","Barcelona",7,"Eliesse Ben Seghir","AML",TRUE,15.207349029718,0,3.23398337117119,"E. B. Seghir",474,31,"Barcelona",474
475,252,26,57,248,23.52,51.272,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 35, 37, 215, 218)",TRUE,447689,19.425,60.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.95,2722580267,26,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.5","Back","18.5","10.4","1.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Monaco","Barcelona",15,"Lamine Camara","DMC",TRUE,-6.40083094944582,0,113.127152128333,"L. Camara",475,31,"Barcelona",475
476,229,27,0,65,82.425,7.072,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,480249,76.335,15.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2722580281,27,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.1","Center","72.7","10.0","2.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.02756312,0.02401521,-0.00354791,"Barcelona","Monaco",19,"Lamine Yamal","AMR",TRUE,0.764292901420326,0,127.43261208593,"L. Yamal",476,31,"Barcelona",476
477,230,27,1,65,75.18,14.892,"FirstHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,402197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0166666666667,2722580283,27,NA,56,NA,NA,NA,NA,NA,NA,286,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Barcelona","Monaco",8,"Pedri","AMC",TRUE,0,0,NA,"Pedri",477,31,"Barcelona",477
478,253,27,1,248,29.82,53.108,"FirstHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,262838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0166666666667,2722580295,27,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Monaco","Barcelona",18,"Takumi Minamino","AMC",TRUE,0,0,NA,"T. Minamino",478,31,"Barcelona",478
479,234,27,4,65,76.65,14.688,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,300447,47.775,11.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0666666666667,2722580597,27,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.2","Back","45.5","29.1","3.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.02953272,0.0138454,-0.01568732,"Barcelona","Monaco",11,"Raphinha","AML",TRUE,-27.365474711927,0,-172.752663383126,"Raphinha",479,31,"Barcelona",479
480,234.5,27,6.5,65,47.775,11.016,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,498386,35.28,7.548,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,27.1083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.0138454,0.00977659,-0.00406881,"Barcelona","Monaco",2,"Pau Cubarsi","DC",TRUE,0,-12.9011578810212,-164.487951272439,"P. Cubarsi",480,31,"Barcelona",480
481,231,27,9,65,35.28,7.548,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,498386,47.355,19.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.15,2722580303,27,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.0","Back","45.1","16.7","0.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01126267,0.01429128,0.00302861,"Barcelona","Monaco",2,"Pau Cubarsi","DC",TRUE,15.0147647219598,0,43.5829071152505,"P. Cubarsi",481,31,"Barcelona",481
482,232,27,12,65,46.83,16.252,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 92, 119, 117, 123, 124, 127, 205, 39, 46, 52, 36, 38, 217, 218)",TRUE,454343,82.005,13.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,2722580307,27,141,56,140,212,213,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.3","Right","78.1","35.3","6.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.0138454,0.02953272,0.01568732,"Barcelona","Monaco",17,"Marc Casado","DMC",TRUE,30.2125578809702,0,-3.98107396209242,"M. Casado",482,31,"Barcelona",482
483,232.5,27,15.5,65,82.005,13.804,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,480249,85.26,26.18,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,27.2583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.02953272,0.03511326,0.00558054,"Barcelona","Monaco",19,"Lamine Yamal","AMR",TRUE,0,9.37219050115741,75.2644133000583,"L. Yamal",483,31,"Barcelona",483
484,233,27,19,65,85.26,26.18,"FirstHalf","Goal","Successful",NA,NA,NA,"c(91, 24, 9, 10, 2, 3, 13, 18, 19, 26)",TRUE,480249,NA,NA,NA,NA,3.2,31.824,TRUE,232,454343,TRUE,NA,NA,27.3166666666667,2722580327,27,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,102,NA,NA,55,29,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,72,NA,22,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2","46.8",NA,NA,"232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Barcelona","Monaco",19,"Lamine Yamal","AMR",TRUE,0,0,NA,"L. Yamal",484,31,"Barcelona",484
485,255,28,48,248,52.395,34,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,143695,55.02,36.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,2722580601,28,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54.0","Center","52.4","3.8","0.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01689528,0.01689528,0,"Monaco","Barcelona",36,"Breel Embolo","FW",TRUE,2.55104111561204,0,46.018246211631,"B. Embolo",485,32,"Monaco",485
